problem_id,error_level,realized_rms_error,loss,loss_change,winner_changed
0,0.0,0.0,0.4569770933699025,0.0,0
0,0.05,0.05,0.4435383726706053,-0.01343872069929719,1
0,0.1,0.1,0.4435383726706053,-0.01343872069929719,1
0,0.2,0.2,0.449895737635789,-0.007081355734113504,1
0,0.3,0.3,0.4529887444413266,-0.003988348928575913,1
0,0.5,0.5,0.4529887444413266,-0.003988348928575913,1
1,0.0,0.0,0.44832452587373295,0.0,0
1,0.05,0.049999999999999996,0.44832452587373295,0.0,0
1,0.1,0.10000000000000005,0.5115210078143421,0.06319648194060912,1
1,0.2,0.2,0.5115210078143421,0.06319648194060912,1
1,0.3,0.3,0.5115210078143421,0.06319648194060912,1
1,0.5,0.5,0.42451469083752663,-0.023809835036206317,1
2,0.0,0.0,0.43188542632625304,0.0,0
2,0.05,0.04999999999999999,0.43188542632625304,0.0,0
2,0.1,0.1,0.43188542632625304,0.0,0
2,0.2,0.2,0.43188542632625304,0.0,0
2,0.3,0.3,0.4697406288935942,0.03785520256734115,1
2,0.5,0.49999999999999994,0.4697406288935942,0.03785520256734115,1
3,0.0,0.0,0.46625414231324297,0.0,0
3,0.05,0.05000000000000002,0.46625414231324297,0.0,0
3,0.1,0.09999999999999999,0.46625414231324297,0.0,0
3,0.2,0.19999999999999998,0.46625414231324297,0.0,0
3,0.3,0.3,0.46625414231324297,0.0,0
3,0.5,0.5,0.42142533738749544,-0.044828804925747534,1
4,0.0,0.0,0.49529026931488734,0.0,0
4,0.05,0.049999999999999975,0.49529026931488734,0.0,0
4,0.1,0.1,0.49529026931488734,0.0,0
4,0.2,0.20000000000000004,0.49529026931488734,0.0,0
4,0.3,0.3,0.49529026931488734,0.0,0
4,0.5,0.5,0.49529026931488734,0.0,0
5,0.0,0.0,0.4359214698968117,0.0,0
5,0.05,0.05000000000000002,0.4359214698968117,0.0,0
5,0.1,0.09999999999999999,0.4359214698968117,0.0,0
5,0.2,0.2,0.4359214698968117,0.0,0
5,0.3,0.3,0.4359214698968117,0.0,0
5,0.5,0.5,0.42228355969442527,-0.013637910202386416,1
6,0.0,0.0,0.47553148859525124,0.0,0
6,0.05,0.05,0.48189067920379136,0.006359190608540122,1
6,0.1,0.1,0.4922320986318121,0.01670061003656087,1
6,0.2,0.19999999999999998,0.4922320986318121,0.01670061003656087,1
6,0.3,0.3,0.4533342970224467,-0.02219719157280453,1
6,0.5,0.5,0.45644010643920835,-0.01909138215604289,1
7,0.0,0.0,0.45883642315351997,0.0,0
7,0.05,0.049999999999999996,0.45883642315351997,0.0,0
7,0.1,0.10000000000000005,0.45883642315351997,0.0,0
7,0.2,0.2,0.45883642315351997,0.0,0
7,0.3,0.3,0.479166949443961,0.02033052629044102,1
7,0.5,0.5,0.479166949443961,0.02033052629044102,1
8,0.0,0.0,0.45636544244453175,0.0,0
8,0.05,0.049999999999999996,0.45636544244453175,0.0,0
8,0.1,0.09999999999999999,0.45636544244453175,0.0,0
8,0.2,0.2,0.45636544244453175,0.0,0
8,0.3,0.3,0.5457144984526381,0.08934905600810633,1
8,0.5,0.5,0.5457144984526381,0.08934905600810633,1
9,0.0,0.0,0.48686573220846624,0.0,0
9,0.05,0.050000000000000024,0.48686573220846624,0.0,0
9,0.1,0.09999999999999999,0.45791715328524335,-0.02894857892322289,1
9,0.2,0.2,0.45791715328524335,-0.02894857892322289,1
9,0.3,0.29999999999999993,0.4679909424304558,-0.018874789778010437,1
9,0.5,0.5,0.4332992591772444,-0.05356647303122186,1
10,0.0,0.0,0.4425217053555583,0.0,0
10,0.05,0.04999999999999999,0.4425217053555583,0.0,0
10,0.1,0.10000000000000003,0.4425217053555583,0.0,0
10,0.2,0.2,0.4578157366140174,0.015294031258459129,1
10,0.3,0.30000000000000004,0.4578157366140174,0.015294031258459129,1
10,0.5,0.5,0.42342519444421445,-0.019096510911343845,1
11,0.0,0.0,0.4395627731712637,0.0,0
11,0.05,0.050000000000000024,0.5222298608195558,0.08266708764829211,1
11,0.1,0.09999999999999998,0.5222298608195558,0.08266708764829211,1
11,0.2,0.2,0.4585291794337454,0.018966406262481694,1
11,0.3,0.30000000000000004,0.4585291794337454,0.018966406262481694,1
11,0.5,0.5,0.4463855010017819,0.006822727830518238,1
12,0.0,0.0,0.45106274019230597,0.0,0
12,0.05,0.05000000000000002,0.45106274019230597,0.0,0
12,0.1,0.09999999999999998,0.45106274019230597,0.0,0
12,0.2,0.20000000000000004,0.4743958307192204,0.023333090526914457,1
12,0.3,0.3,0.4743958307192204,0.023333090526914457,1
12,0.5,0.49999999999999994,0.4743958307192204,0.023333090526914457,1
13,0.0,0.0,0.44022048739485004,0.0,0
13,0.05,0.050000000000000024,0.44022048739485004,0.0,0
13,0.1,0.10000000000000003,0.42657130296449536,-0.013649184430354677,1
13,0.2,0.2,0.42657130296449536,-0.013649184430354677,1
13,0.3,0.3,0.42657130296449536,-0.013649184430354677,1
13,0.5,0.5,0.42825332212897593,-0.011967165265874102,1
14,0.0,0.0,0.4598055320745285,0.0,0
14,0.05,0.04999999999999999,0.4598055320745285,0.0,0
14,0.1,0.1,0.4456577907442906,-0.014147741330237884,1
14,0.2,0.2,0.4456577907442906,-0.014147741330237884,1
14,0.3,0.3,0.4456577907442906,-0.014147741330237884,1
14,0.5,0.5,0.4256323741723475,-0.034173157902181006,1
15,0.0,0.0,0.45006002118538735,0.0,0
15,0.05,0.050000000000000024,0.45006002118538735,0.0,0
15,0.1,0.1,0.4816462749639454,0.03158625377855806,1
15,0.2,0.19999999999999998,0.4816462749639454,0.03158625377855806,1
15,0.3,0.29999999999999993,0.43541098688242075,-0.014649034302966601,1
15,0.5,0.5,0.46136099967096245,0.011300978485575097,1
16,0.0,0.0,0.4642592390591742,0.0,0
16,0.05,0.05000000000000004,0.4642592390591742,0.0,0
16,0.1,0.09999999999999998,0.4642592390591742,0.0,0
16,0.2,0.20000000000000007,0.4733340285882457,0.00907478952907148,1
16,0.3,0.3,0.4733340285882457,0.00907478952907148,1
16,0.5,0.5,0.4570735055478485,-0.0071857335113257315,1
17,0.0,0.0,0.4306644984793257,0.0,0
17,0.05,0.04999999999999997,0.4306644984793257,0.0,0
17,0.1,0.10000000000000003,0.4306644984793257,0.0,0
17,0.2,0.2,0.42364132852875963,-0.007023169950566066,1
17,0.3,0.3,0.43284312859432966,0.0021786301150039655,1
17,0.5,0.5,0.43284312859432966,0.0021786301150039655,1
18,0.0,0.0,0.46404946594489904,0.0,0
18,0.05,0.05,0.46404946594489904,0.0,0
18,0.1,0.10000000000000003,0.46404946594489904,0.0,0
18,0.2,0.2,0.46404946594489904,0.0,0
18,0.3,0.30000000000000004,0.4456405794947611,-0.01840888645013794,1
18,0.5,0.5,0.4242575152295431,-0.03979195071535596,1
19,0.0,0.0,0.4664906744526159,0.0,0
19,0.05,0.05000000000000002,0.45924771424179345,-0.007242960210822436,1
19,0.1,0.09999999999999999,0.45924771424179345,-0.007242960210822436,1
19,0.2,0.2,0.45924771424179345,-0.007242960210822436,1
19,0.3,0.3,0.44647299111364935,-0.02001768333896653,1
19,0.5,0.5,0.4409542573065351,-0.025536417146080792,1
20,0.0,0.0,0.3815330394442293,0.0,0
20,0.05,0.04999999999999999,0.3815330394442293,0.0,0
20,0.1,0.1,0.40320462359418796,0.021671584149958678,1
20,0.2,0.2,0.40320462359418796,0.021671584149958678,1
20,0.3,0.3,0.40320462359418796,0.021671584149958678,1
20,0.5,0.5,0.40320462359418796,0.021671584149958678,1
21,0.0,0.0,0.483472484728309,0.0,0
21,0.05,0.04999999999999997,0.44459396564309706,-0.03887851908521195,1
21,0.1,0.10000000000000003,0.44459396564309706,-0.03887851908521195,1
21,0.2,0.2,0.44459396564309706,-0.03887851908521195,1
21,0.3,0.3,0.44459396564309706,-0.03887851908521195,1
21,0.5,0.5,0.45754233188653015,-0.025930152841778853,1
22,0.0,0.0,0.4651211823574786,0.0,0
22,0.05,0.049999999999999996,0.4651211823574786,0.0,0
22,0.1,0.1,0.4651211823574786,0.0,0
22,0.2,0.2,0.4756672818147302,0.010546099457251601,1
22,0.3,0.30000000000000004,0.4756672818147302,0.010546099457251601,1
22,0.5,0.5,0.46712924932149824,0.002008066964019617,1
23,0.0,0.0,0.438468976476632,0.0,0
23,0.05,0.049999999999999996,0.4793898373381312,0.04092086086149915,1
23,0.1,0.09999999999999998,0.4793898373381312,0.04092086086149915,1
23,0.2,0.19999999999999998,0.44875111489218183,0.010282138415549813,1
23,0.3,0.29999999999999993,0.44875111489218183,0.010282138415549813,1
23,0.5,0.49999999999999994,0.44875111489218183,0.010282138415549813,1
24,0.0,0.0,0.44627804771169327,0.0,0
24,0.05,0.04999999999999997,0.44627804771169327,0.0,0
24,0.1,0.1,0.4330683417002252,-0.013209706011468092,1
24,0.2,0.2,0.4330683417002252,-0.013209706011468092,1
24,0.3,0.3,0.44658488207472957,0.0003068343630363013,1
24,0.5,0.49999999999999994,0.4620558054063603,0.01577775769466705,1
25,0.0,0.0,0.44175824359023924,0.0,0
25,0.05,0.05,0.44175824359023924,0.0,0
25,0.1,0.09999999999999996,0.44175824359023924,0.0,0
25,0.2,0.20000000000000007,0.4273702447991428,-0.014387998791096424,1
25,0.3,0.30000000000000004,0.4273702447991428,-0.014387998791096424,1
25,0.5,0.5,0.40545992245844514,-0.0362983211317941,1
26,0.0,0.0,0.42539060464052797,0.0,0
26,0.05,0.050000000000000024,0.42539060464052797,0.0,0
26,0.1,0.09999999999999998,0.4933190896404172,0.06792848499988924,1
26,0.2,0.2,0.47902194182846314,0.05363133718793517,1
26,0.3,0.3,0.45643832185679717,0.0310477172162692,1
26,0.5,0.5,0.45743929894260754,0.03204869430207957,1
27,0.0,0.0,0.4183555241856882,0.0,0
27,0.05,0.050000000000000024,0.4183555241856882,0.0,0
27,0.1,0.1,0.4183555241856882,0.0,0
27,0.2,0.2,0.4183555241856882,0.0,0
27,0.3,0.29999999999999993,0.46518700114300177,0.046831476957313545,1
27,0.5,0.5,0.4340435469861717,0.01568802280048348,1
28,0.0,0.0,0.43391328694679937,0.0,0
28,0.05,0.04999999999999997,0.42753623084759557,-0.006377056099203804,1
28,0.1,0.09999999999999998,0.42753623084759557,-0.006377056099203804,1
28,0.2,0.2,0.50680645512315,0.07289316817635066,1
28,0.3,0.29999999999999993,0.4275059961485648,-0.006407290798234544,1
28,0.5,0.5,0.3944529362866834,-0.039460350660115995,1
29,0.0,0.0,0.4609072746845964,0.0,0
29,0.05,0.05,0.4609072746845964,0.0,0
29,0.1,0.09999999999999999,0.4609072746845964,0.0,0
29,0.2,0.2,0.45558510298442095,-0.00532217170017546,1
29,0.3,0.3,0.45558510298442095,-0.00532217170017546,1
29,0.5,0.5,0.42534529648352687,-0.035561978201069544,1
